cid1,cid1_name,cid2,cid2_name,sale_qtty,gmv,spu_num,dt
0,医药保健,123690003,传统滋补,44563,905563,3404,Apr-19
0,其他,50026535,健康服务,160008,2.47E+08,23397,Apr-19
0,其他,125406001,天猫超市卡,473993,1.07E+08,54,Apr-19
0,其他,126602002,生活娱乐充值,16468963,1.78E+07,17,Apr-19
0,其他,126762001,美容美体仪器,15761,3576494,374,Apr-19
12,其他,120886001,公益捐赠/义卖,3764303,4783274,751,Apr-19
12,其他,50023724,其他,4831021,9.66E+07,13712,Apr-19
12,其他,98,包装,31008904,3.23E+08,21665,Apr-19
12,其他,126700003,家装灯饰光源,13796442,2.85E+09,346081,Apr-19
12,其他,124242008,智能设备,3515471,9.70E+08,523957,Apr-19
12,其他,201162107,汽车零部件/养护/美容/维保,9141000,9.01E+08,1327860,Apr-19
12,其他,127876007,清洗/食品/商业设备,83,421390,98,Apr-19
12,其他,126762001,美容美体仪器,6210841,1.17E+09,11012,Apr-19
7,家居家装,50020485,五金/工具,63390669,2.78E+09,6858565,Apr-19
7,家居家装,50008164,住宅家具,11922877,6.35E+09,868927,Apr-19
7,家居家装,124050001,全屋定制,7550186,5.71E+09,29014,Apr-19
7,家居家装,50020611,商业/办公家具,3809331,1.34E+09,103108,Apr-19
7,家居家装,50020332,基础建材,24519019,9.81E+08,158793,Apr-19
7,家居家装,50020808,家居饰品,15176654,1.29E+09,810012,Apr-19
7,家居家装,27,家装主材,9410338,1.57E+09,929397,Apr-19
7,家居家装,122852001,居家布艺,36064472,2.61E+09,388393,Apr-19
7,家居家装,50008163,床上用品,17465611,1.78E+09,263840,Apr-19
7,家居家装,50020857,特色手工艺,630394,2.98E+07,18101,Apr-19
7,家居家装,50020579,电子/电工,19925142,1.44E+09,217894,Apr-19
7,家居家装,50023804,装修设计/施工/监理,338575,2.01E+07,2778,Apr-19
4,家用电器,50002768,个人护理/保健/按摩器材,11195883,1.64E+09,37722,Apr-19
4,家用电器,50012082,厨房电器,12389980,3.62E+09,113395,Apr-19
4,家用电器,50022703,大家电,5159540,6.34E+09,112841,Apr-19
4,家用电器,127492005,家用空调,422,5083277,152,Apr-19
4,家用电器,50011972,影音电器,15724559,2.22E+09,6768954,Apr-19
4,家用电器,50012100,生活电器,7902045,2.09E+09,81510,Apr-19
3,手机数码,50008090,3C数码配件,77581589,2.79E+09,7366966,Apr-19
3,电脑、办公,50018222,DIY电脑,124346,4.19E+08,3071,Apr-19
3,手机数码,1201,MP3/MP4/iPod/录音笔,482983,1.19E+08,4862,Apr-19
3,电脑、办公,50007218,办公设备/耗材/相关服务,25627790,2.00E+09,766786,Apr-19
3,电脑、办公,124044001,品牌台机/品牌一体机/服务器,79361,5.64E+08,6333,Apr-19
3,电脑、办公,50019780,平板电脑/MID,197321,3.40E+08,1421,Apr-19
3,手机数码,1512,手机,2291905,4.95E+09,9226,Apr-19
3,手机数码,14,数码相机/单反相机/摄像机,89457,2.03E+08,18675,Apr-19
3,手机数码,50018004,文具电教/文化用品/商务用品,89981694,2.10E+09,782877,Apr-19
3,手机数码,50024099,电子元器件市场,13166616,1.24E+08,1597775,Apr-19
3,手机数码,20,电玩/配件/游戏/攻略,4998310,3.05E+08,184579,Apr-19
3,手机数码,11,电脑硬件/显示器/电脑周边,5799224,9.40E+08,187935,Apr-19
3,电脑、办公,1101,笔记本电脑,172322,8.69E+08,6773,Apr-19
3,手机数码,50018264,网络设备/网络相关,8116313,4.03E+08,98318,Apr-19
3,手机数码,50012164,闪存卡/U盘/存储/移动硬盘,3262798,2.42E+08,20209,Apr-19
10,文化玩乐,50017300,乐器/吉他/钢琴/配件,2804017,6.87E+08,3034298,Apr-19
10,文化玩乐,33,书籍/杂志/报纸,48921956,1.93E+09,27216668,Apr-19
10,文化玩乐,29,宠物/宠物食品及用品,24864702,1.28E+09,268427,Apr-19
10,文化玩乐,50025707,度假线路/签证送关/旅游服务,4,0,12,Apr-19
10,文化玩乐,121380001,旅游出行,398470,1204287,356,Apr-19
10,文化玩乐,50454031,景点门票/演艺演出/周边游,0,0,14,Apr-19
10,文化玩乐,124484008,模玩/动漫/周边/cos/桌游,4224433,2.53E+08,100166,Apr-19
10,文化玩乐,50011949,特价酒店/特色客栈/公寓旅馆,18,19949,331,Apr-19
10,文化玩乐,50802001,电子书/教辅,207294,1133034,176153,Apr-19
10,文化玩乐,34,音乐/影视/明星/音像,318166,1.73E+07,299021,Apr-19
2,服装鞋包,1625,女士内衣/男士内衣/家居服,72851922,4.03E+09,3178273,Apr-19
2,服装鞋包,16,女装/女士精品,118256733,1.15E+10,10082303,Apr-19
2,服装鞋包,50006843,女鞋,26280237,2.46E+09,2799323,Apr-19
2,服装鞋包,50010404,服饰配件/皮带/帽子/围巾,25201667,8.78E+08,1799001,Apr-19
2,服装鞋包,50011740,流行男鞋,18057462,1.84E+09,1720596,Apr-19
2,服装鞋包,30,男装,85804895,9.57E+09,4714296,Apr-19
2,服装鞋包,50006842,箱包皮具/热销女包/男包,9360875,1.44E+09,801024,Apr-19
6,母婴用品,35,奶粉/辅食/营养品/零食,5034920,8.91E+08,34866,Apr-19
6,母婴用品,50022517,孕妇装/孕产妇用品/营养,13314548,1.13E+09,648491,Apr-19
6,母婴用品,50014812,尿片/洗护/喂哺/推车床,43479157,3.19E+09,176933,Apr-19
6,母婴用品,25,玩具/童车/益智/积木/模型,21069781,2.07E+09,243124,Apr-19
6,母婴用品,50008165,童装/婴儿装/亲子装,60828349,3.20E+09,2337937,Apr-19
6,母婴用品,122650005,童鞋/婴儿鞋/亲子鞋,12532376,9.42E+08,555325,Apr-19
13,汽车相关,50074001,摩托车/装备/配件,1643167,1.42E+08,24480,Apr-19
13,汽车相关,124470006,整车销售,133,60006,127,Apr-19
13,汽车相关,50024971,新车/二手车,59425,5.01E+07,1455,Apr-19
13,汽车相关,26,汽车/用品/配件/改装,73943,3.21E+07,1525,Apr-19
13,汽车相关,26,汽车用品/电子/清洗/改装,35542162,3.59E+09,16590244,Apr-19
1,游戏话费,50011665,网游装备/游戏币/帐号/代练,14580450,8.66E+07,8121,Apr-19
1,游戏话费,99,网络游戏点卡,15689955,1.31E+09,32803,Apr-19
1,游戏话费,40,腾讯QQ专区,18799022,5.82E+08,6993,Apr-19
1,游戏话费,50004958,话费充值,193174511,1.04E+10,28563,Apr-19
1,游戏话费,50008907,通讯充值,6128063,2.47E+08,186416,Apr-19
11,生活服务,50025004,个性定制/设计服务/DIY,51221066,5.50E+08,279035,Apr-19
11,生活服务,50014927,教育培训,9816424,9.46E+08,371199,Apr-19
11,生活服务,50025111,本地化生活服务,13310422,1.34E+09,26009,Apr-19
11,生活服务,50019095,消费卡,19259,3552663,399,Apr-19
11,生活服务,50025110,电影/演出/体育赛事,1033982,6.17E+08,18622,Apr-19
11,生活服务,50014811,网店/网络服务/软件,2693304,5.37E+07,1370,Apr-19
11,生活服务,50026555,购物提货券,18376,5313738,1303,Apr-19
11,生活服务,50008075,餐饮美食卡券,456586,7.76E+07,947,Apr-19
11,生活服务,50007216,鲜花速递/花卉仿真/绿植园艺,36102431,1.04E+09,528423,Apr-19
8,医药保健,50023717,OTC药品/医疗器械/计生用品,26167204,2.94E+09,407687,Apr-19
8,医药保健,122966004,中西药品,13,1204,3991,Apr-19
8,医药保健,50020275,传统滋补营养品,9588493,7.20E+08,68328,Apr-19
8,医药保健,50026800,保健食品/膳食营养补充食品,8531818,1.41E+09,82194,Apr-19
8,百货食品,50016349,厨房/烹饪用具,22704874,1.34E+09,219652,Apr-19
8,百货食品,50026316,咖啡/麦片/冲饮,30721938,1.50E+09,91069,Apr-19
8,百货食品,50016348,家庭/个人清洁工具,35887327,1.21E+09,122971,Apr-19
8,百货食品,21,居家日用,27074038,1.55E+09,229107,Apr-19
8,医药保健,2813,成人用品/情趣用品,6061611,1.01E+09,1106500,Apr-19
8,百货食品,122928002,收纳整理,32242966,1.34E+09,244341,Apr-19
8,百货食品,50050359,水产肉类/新鲜蔬果/熟食,37565297,1.25E+10,194861,Apr-19
8,百货食品,50025705,洗护清洁剂/卫生巾/纸/香薰,101132985,3.68E+09,198474,Apr-19
8,百货食品,50016422,粮油米面/南北干货/调味品,58922160,1.75E+09,219198,Apr-19
8,百货食品,122950001,节庆用品/礼品,23305773,5.55E+08,141102,Apr-19
8,百货食品,124458005,茶,10657405,7.66E+08,75713,Apr-19
8,酒类,50008141,酒类,3621028,4.82E+08,84719,Apr-19
8,百货食品,50002766,零食/坚果/特产,118629154,3.45E+09,251503,Apr-19
8,百货食品,122952001,餐饮具,32037573,1.69E+09,1762713,Apr-19
5,美妆个护,28,ZIPPO/瑞士军刀/眼镜,7488030,8.49E+08,186736,Apr-19
5,美妆个护,50010788,彩妆/香水/美妆工具,41551048,2.68E+09,83067,Apr-19
5,珠宝首饰,50468001,手表,2376563,6.10E+08,105781,Apr-19
5,珠宝首饰,50011397,珠宝/钻石/翡翠/黄金,14521326,1.52E+10,358080,Apr-19
5,美妆个护,50023282,美发护发/假发,9218332,6.78E+08,31820,Apr-19
5,美妆个护,1801,美容护肤/美体/精油,66387237,7.89E+09,170900,Apr-19
5,美妆个护,50023722,隐形眼镜/护理液,5801856,3.53E+08,29925,Apr-19
5,珠宝首饰,50013864,饰品/流行首饰/时尚饰品新,38331066,1.66E+10,4055899,Apr-19
9,运动户外,50013886,户外/登山/野营/旅行用品,20744261,1.51E+09,337757,Apr-19
9,运动户外,124354002,电动车/配件/交通工具,1970455,5.14E+08,11166,Apr-19
9,运动户外,122684003,自行车/骑行装备/零配件,2690434,2.13E+08,45642,Apr-19
9,运动户外,50010728,运动/瑜伽/健身/球迷用品,26286776,2.25E+09,622137,Apr-19
9,运动户外,50510002,运动包/户外包/配件,3174509,1.51E+08,49356,Apr-19
9,运动户外,50011699,运动服/休闲服装,7574344,1.03E+09,391349,Apr-19
9,运动户外,50012029,运动鞋new,7843557,2.00E+09,242845,Apr-19
